5554	20127	3388	6828	17972	30981	28038	8599	26451	27717	10031	29855	16240	31882	1989	3306	171	3270	21895	2699	10584	4177	23158	25419	9646	
20435	9647	28329	7614	30051	30455	29471	27818	9200	2200	6311	22038	7648	11116	25726	8923	16120	26935	8744	30203	19836	8505	23988	28122	26263	
21252	21313	26027	2556	2956	30657	27432	2254	10365	508	15494	23486	26065	730	25256	9331	27041	12250	15251	24110	16955	6885	2338	430	2678	
9290	22522	8273	10306	3073	21185	14973	22915	6963	21899	21822	800	1787	21909	4912	30294	28783	28982	21664	8275	9690	15378	8942	22528	2380	
7057	27445	15902	16469	18320	19502	25492	4365	17238	31570	10759	4183	25289	1343	4780	1383	12257	27997	28506	9858	17502	28865	10724	4869	27574	
28754	5541	11945	8530	17962	603	16901	16121	2623	28475	1109	28557	2626	20794	29305	14837	30919	30641	5953	14426	6055	11302	10471	20374	24994	
16995	8157	31465	30537	25036	10953	749	21276	30960	9167	7886	2287	3934	27406	4788	5266	27066	19053	30337	31664	13328	18071	25024	18168	9831	
324	20956	5755	22426	4283	13200	21845	12899	28820	8352	20624	16569	28611	9671	13637	16732	16338	9456	14852	15278	2414	10153	30582	1476	10789	
13780	13377	28861	621	1183	10284	3922	25322	4535	31364	19119	15337	440	701	14721	18992	16618	31325	27985	3578	31015	25367	10768	28988	2079	
31795	15347	5677	12991	13365	24449	28422	27374	7101	28650	774	4219	29357	20378	1210	15955	4234	16142	7547	30712	11301	5606	4664	19246	18042	
4668	9590	14840	15576	12853	23188	194	17986	19413	339	3296	24598	22296	6295	14135	28140	7742	11112	5946	4289	18534	25404	537	31061	29278	
7288	2612	14801	18874	25140	4822	23213	24099	19007	19488	14033	7410	21091	11075	25338	11006	8938	13043	9312	4273	23136	8216	14998	27746	18075	
20166	177	7902	12025	27503	10668	9800	5097	17495	7179	6948	1965	20297	12479	942	1118	14217	22858	29040	25392	2057	28963	7443	22775	17887	
15964	29814	7146	3831	25986	20221	5799	4357	21701	15404	19576	27838	27224	8308	21205	22856	23067	5196	1066	7151	5752	14724	20442	10265	16522	
31446	19331	31612	25477	27071	27012	2702	593	11917	30908	20797	9849	16056	20885	23521	13124	19829	21569	23663	22562	10889	7236	8175	3913	859	
3379	30768	11679	14926	7355	28090	7387	18509	227	19972	231	23720	4503	27111	19593	12062	16479	6227	2371	14395	8556	20801	22136	17380	4829	
29928	25551	4656	10047	4916	27357	31353	3152	18292	27646	17587	20233	31827	12931	11517	8412	11273	25619	17782	571	28882	8011	10834	30297	31135	
28072	15405	9268	14092	3239	21662	2259	21651	21034	10512	7884	20991	12318	20429	7946	20771	7003	7004	16077	27595	22987	16397	3826	9715	31695	
30674	24693	20535	1246	6224	21044	28299	1904	20278	27638	30508	14362	30926	27307	214	15354	17618	8694	7992	13909	7552	5864	16549	22911	1264	
14351	30732	506	23718	22191	12330	2788	19300	17743	23806	7819	13633	16247	21630	24162	31231	440	8072	20249	28058	8430	22299	3590	16157	17346	
25031	26826	16825	31091	9570	6194	19480	31445	253	8795	8687	15002	8982	10266	7123	15824	4112	8602	333	23979	27872	20039	18736	22149	25096	
23531	13354	18467	10953	2327	30106	2874	9364	18117	24225	49	29379	7483	16252	15145	2694	22579	29457	12603	15136	15928	18631	19200	1619	22355	
16539	87	23832	1767	19825	24930	5268	31962	4519	12498	10056	16885	18928	29541	5768	25486	23136	6316	46	612	12739	8466	15503	18634	30515	
25882	6318	3080	13802	25064	176	7422	31572	12035	11920	3082	7016	345	12564	25644	3897	24452	24320	8552	8648	27467	2697	26220	24349	25708	
2316	13683	31126	18585	25344	12393	6526	13504	16426	9296	19169	27535	25615	25570	158	9528	20143	13688	19392	3185	21872	22570	31239	3263	18521	
